label,X,Y,Z
shorotchandra,-4.415754,13.064944,8.821179
shomresh,6.4574056,-3.3171227,-1.9238256
robindronath,-2.3793848,12.553417,8.012981
MZI,11.521942,4.5790524,10.367122
shunil_gongopaddhay,2.221276,-3.3410728,11.850252
shottojit_roy,-4.1468654,-1.1472646,-3.7474117
tarashonkor,-0.9074596,5.6669245,6.2205825
humayun_ahmed,9.623921,11.451603,0.5889565
manik_bandhopaddhay,0.31025708,4.6493177,6.679059
shomresh,5.770006,-3.5784674,-2.7956345
humayun_ahmed,11.693107,11.751869,1.0479395
shorotchandra,-4.4350543,14.239439,7.6775875
shomresh,6.559757,-3.1428847,-2.2120953
shunil_gongopaddhay,2.5967977,-3.2879648,12.511806
manik_bandhopaddhay,0.19173658,4.708919,6.618186
humayun_ahmed,9.61089,12.031445,0.64230883
humayun_ahmed,9.997132,10.942897,0.27890956
humayun_ahmed,10.397353,11.377457,0.74793684
shirshendu,-4.6198363,-1.3241006,8.305201
toslima_nasrin,8.757558,0.3059053,6.083368
robindronath,-2.6428504,12.604395,8.40972
shomresh,6.3556404,-3.0955923,-2.7183845
humayun_ahmed,9.768697,11.2505045,0.6455949
nazrul,-2.3589587,9.002425,5.804294
shunil_gongopaddhay,2.6941133,-2.321551,12.464917
shirshendu,-4.535676,-1.1556902,8.327265
humayun_ahmed,10.159813,11.567428,0.0103200795
shirshendu,-4.9170375,-1.0282192,8.402456
humayun_ahmed,9.458704,11.648333,0.23423572
humayun_ahmed,9.050032,12.015727,1.77157
shunil_gongopaddhay,2.3884807,-3.5739686,11.981087
tarashonkor,-0.68414384,7.9199653,4.503384
robindronath,-2.2580085,12.397652,8.120687
MZI,12.536161,5.019494,9.898748
humayun_ahmed,9.772466,12.160392,0.30184096
shomresh,5.908063,-2.5883121,-2.3011763
shunil_gongopaddhay,2.582258,-3.0672748,13.9782095
shunil_gongopaddhay,2.5960724,-3.0302536,14.17482
humayun_ahmed,11.638939,11.770635,1.1607256
humayun_ahmed,10.133213,12.51792,2.0950053
shunil_gongopaddhay,2.7414267,-2.8889925,14.164676
humayun_ahmed,9.572942,11.692788,-0.004055399
shomresh,5.865535,-3.4255998,-2.7487638
humayun_ahmed,10.445121,11.465222,0.9150035
nihar_ronjon_gupta,-0.6579156,-4.147788,3.3652349
shottojit_roy,-4.236044,-1.1485258,-3.5397933
robindronath,-2.631322,11.947058,7.7503266
toslima_nasrin,9.049341,-4.0004416,3.8538878
humayun_ahmed,10.233934,11.099401,0.3549115
shordindu,-4.290787,9.6083355,2.7094998
humayun_ahmed,10.488421,12.010898,0.19103466
toslima_nasrin,9.099396,-3.7378078,4.2527847
humayun_ahmed,11.235157,11.650302,1.0444192
manik_bandhopaddhay,-0.30856067,3.8203504,6.7429156
tarashonkor,-2.5319047,8.515066,5.223418
shirshendu,-4.9070334,-0.7018772,8.246908
robindronath,-2.3470478,11.944756,8.237892
MZI,12.014121,4.495927,9.280445
shomresh,5.898803,-3.4295013,-2.7815027
bongkim,-2.3336127,14.813505,-1.4571131
shirshendu,-4.571089,-0.4999929,8.254404
shorotchandra,-4.867624,13.103318,9.194625
robindronath,-3.003297,12.107169,8.028718
shomresh,6.405784,-3.339341,-2.2407622
shottojit_roy,-4.194678,-1.0976871,-3.6575916
nihar_ronjon_gupta,-0.71980846,-4.1903315,3.4464886
shunil_gongopaddhay,2.327148,-3.481354,11.873575
nihar_ronjon_gupta,-0.7637644,-4.310724,3.468229
humayun_ahmed,9.566323,12.054345,0.9170146
shunil_gongopaddhay,2.8247485,-3.280129,11.491914
humayun_ahmed,9.954092,11.189493,0.7459014
shomresh,6.423422,-3.1476986,-2.7302086
shorotchandra,-4.530136,14.244761,7.6922197
humayun_ahmed,9.30087,11.419076,1.0510446
robindronath,-2.5719774,12.056717,7.8951817
shunil_gongopaddhay,2.6630177,-2.8105528,12.697647
humayun_ahmed,9.767686,12.124647,-0.10227034
shottojit_roy,-4.2030983,-0.97241044,-3.4671352
shomresh,6.534577,-3.3918138,-2.0408535
humayun_ahmed,11.382398,11.473914,1.3308084
MZI,11.821719,4.3746653,9.939549
manik_bandhopaddhay,-0.6451155,4.374345,6.792021
robindronath,-2.824067,12.165662,7.8765774
shorotchandra,-4.6405597,13.017572,8.328565
humayun_ahmed,9.159371,11.936004,0.94249165
shunil_gongopaddhay,2.7814422,-2.7822201,14.207716
humayun_ahmed,10.94309,11.531455,1.0538952
robindronath,-2.7156098,12.061274,7.7865334
MZI,11.66469,4.7356677,9.644675
shorotchandra,-4.8081474,12.595012,8.713089
bongkim,-2.0999126,14.649877,-1.4079225
humayun_ahmed,9.46507,11.509581,0.33664298
toslima_nasrin,8.742573,0.29714933,6.070655
shunil_gongopaddhay,2.587803,-3.3589847,12.461698
shunil_gongopaddhay,-3.1859498,-0.66475457,-3.5283744
MZI,12.526933,4.995171,9.877581
shirshendu,-4.5956435,-0.49858376,8.044592
shottojit_roy,-3.8960786,-1.0659529,-4.1271925
tarashonkor,-0.7979084,5.6000566,6.227166
humayun_ahmed,9.42265,11.842748,0.40852085
shomresh,5.8940625,-3.4097755,-2.585942
shunil_gongopaddhay,2.9493825,-2.558723,13.434755
zahir_rayhan,2.7320144,4.137425,-1.7346185
MZI,10.983387,4.136375,8.859532
shunil_gongopaddhay,2.6913722,-2.6158764,12.807373
shottojit_roy,-3.3942115,-0.77670825,-3.0380259
humayun_ahmed,9.721462,11.170376,-0.07089679
shorotchandra,-4.8775873,13.623102,8.659815
shordindu,-4.551294,8.983997,2.1718216
shirshendu,-4.519463,-0.5493605,8.055755
MZI,12.49091,4.971044,9.848416
humayun_ahmed,9.437671,11.458217,-0.1371513
robindronath,-2.4442008,12.025226,7.747974
shunil_gongopaddhay,2.7707808,-2.8054101,12.529382
nihar_ronjon_gupta,-0.9319172,-4.461765,3.537945
tarashonkor,-2.4070528,8.265403,5.41569
shomresh,5.773636,-3.5429218,-2.9222586
humayun_ahmed,9.657083,11.391294,0.13905577
shunil_gongopaddhay,2.72696,-2.7824848,12.616662
robindronath,-2.279245,12.232998,8.439051
humayun_ahmed,9.443761,11.881412,0.17235778
MZI,12.064794,4.2601776,9.404964
shunil_gongopaddhay,2.759542,-3.2545912,11.605481
shirshendu,-4.978202,-1.2081785,8.076325
nazrul,-2.3089776,9.219547,6.025699
bongkim,-2.549528,14.734662,-1.2331532
humayun_ahmed,9.486232,12.202202,0.8929572
shunil_gongopaddhay,2.729733,-2.8679297,14.217425
humayun_ahmed,9.97572,11.174371,0.35333565
shottojit_roy,-4.049473,-1.2179235,-3.5857534
humayun_ahmed,9.066302,11.907483,0.19134672
shordindu,-4.772391,8.987613,2.0486274
shorotchandra,-4.8204513,12.443127,8.510238
toslima_nasrin,8.717128,0.2835035,6.044868
humayun_ahmed,10.3804455,12.410847,2.0493817
MZI,11.504207,4.4473352,9.622785
shottojit_roy,-4.222362,-1.1963279,-3.6032438
humayun_ahmed,10.466835,11.173565,1.0967045
shirshendu,-4.9731283,-1.0643796,8.404988
humayun_ahmed,11.7853365,11.931281,1.1910266
toslima_nasrin,9.12108,-3.4889374,4.7169075
humayun_ahmed,9.395949,11.613049,1.0558515
shorotchandra,-4.6259775,14.243331,7.7995253
shunil_gongopaddhay,2.7388444,-2.867698,12.409714
nihar_ronjon_gupta,-0.77582794,-4.3851085,3.3741984
humayun_ahmed,9.783564,11.453468,0.29104897
humayun_ahmed,9.940216,11.37027,-0.30439323
tarashonkor,-2.48536,8.432606,5.4526076
humayun_ahmed,9.946824,12.193376,1.6967015
shirshendu,-5.0591373,-1.0683688,8.162534
humayun_ahmed,10.251067,12.358955,0.40602323
shottojit_roy,-3.739622,-0.978729,-3.947034
humayun_ahmed,9.573546,11.15892,0.1391683
robindronath,-2.1269503,10.434157,7.0883517
humayun_ahmed,11.70875,11.779005,1.1337273
shomresh,5.9388843,-2.6951654,-2.2805212
bongkim,-2.470051,14.829756,-1.4069712
shottojit_roy,-3.2733223,-0.7063978,-2.9117012
tarashonkor,-2.2850451,8.401751,5.390569
humayun_ahmed,9.429989,11.552989,1.047541
shunil_gongopaddhay,2.763314,-3.3053463,11.635434
humayun_ahmed,9.79265,11.340834,0.7079064
MZI,11.554115,4.383932,9.440523
shirshendu,-4.7585583,-1.0777242,8.502338
humayun_ahmed,10.067886,12.443457,2.1050413
robindronath,-2.3301318,12.455717,8.057962
humayun_ahmed,9.753471,11.781894,-0.23528685
humayun_ahmed,11.410494,11.534705,1.1375984
shorotchandra,-4.4570303,12.842221,8.614865
toslima_nasrin,9.053479,-3.997038,3.866783
shordindu,-4.7494907,8.968452,1.4432875
humayun_ahmed,11.210625,11.387468,1.3552808
shomresh,6.0766883,-2.668215,-1.9320956
shottojit_roy,-3.23849,-0.68068177,-2.8711383
humayun_ahmed,9.395609,12.240363,0.78257537
humayun_ahmed,10.623913,11.78773,-0.23046005
shunil_gongopaddhay,9.350653,0.3516725,6.7410617
MZI,12.192957,4.2834425,9.336939
shorotchandra,-4.633113,12.955105,8.9084015
shunil_gongopaddhay,2.6003904,-3.443626,11.970352
shirshendu,-4.913734,-0.9744767,8.476479
shordindu,-4.748908,8.941137,1.433117
shomresh,6.924786,-2.954556,-2.1672087
shorotchandra,-4.344362,12.931764,9.047318
robindronath,-2.5951898,11.807689,8.032696
humayun_ahmed,9.783759,11.307251,0.7737297
manik_bandhopaddhay,-5.0508018,-0.9122354,8.236357
shottojit_roy,-3.2756824,-0.6976892,-2.9169736
shirshendu,-4.6189613,-1.355996,8.238287
shorotchandra,-4.2657695,12.746571,8.687935
shomresh,6.679533,-3.04788,-2.0356004
humayun_ahmed,10.16983,11.763657,-0.031280354
humayun_ahmed,9.832848,11.319809,0.7396968
robindronath,-2.3704002,11.447232,7.63232
shorotchandra,-4.556686,12.974873,8.8179
shomresh,6.720585,-2.8606253,-1.9482131
robindronath,-2.9968588,12.195559,7.933573
shottojit_roy,-3.3368583,-0.7630039,-3.547408
shunil_gongopaddhay,2.801884,-3.8272388,12.369918
humayun_ahmed,10.641749,11.945375,-0.1105379
nihar_ronjon_gupta,-0.88564515,-4.419249,3.535489
humayun_ahmed,9.804256,12.33522,1.0268317
toslima_nasrin,8.732691,0.30630353,6.0565796
humayun_ahmed,9.55679,11.277715,0.79191333
shirshendu,-4.8829775,-0.69893634,8.490529
manik_bandhopaddhay,-0.70251703,4.314499,6.852232
toslima_nasrin,9.022446,-3.9532638,3.9546883
nihar_ronjon_gupta,-0.96011466,-4.5174775,3.5056791
robindronath,-2.0050282,13.18903,7.5821834
shunil_gongopaddhay,2.481455,-2.9151022,11.99917
tarashonkor,-0.8809858,5.69732,6.156313
MZI,12.085242,4.257092,9.472763
humayun_ahmed,9.950239,11.746803,-0.20798609
nihar_ronjon_gupta,-0.89412975,-4.480169,3.4692078
nazrul,-1.9027104,9.716159,6.688062
humayun_ahmed,9.923576,10.857549,0.77344525
shorotchandra,-4.615691,13.142502,8.433076
shunil_gongopaddhay,2.3397605,-3.5628548,12.046646
shottojit_roy,-3.239917,-0.69270957,-2.8815553
humayun_ahmed,10.016024,11.065811,0.12494546
shunil_gongopaddhay,2.316832,-3.3826325,11.718303
humayun_ahmed,11.05615,11.421591,1.273687
bongkim,-2.0045247,14.643684,-1.4774464
nihar_ronjon_gupta,-0.7425802,-4.222472,3.5060232
shorotchandra,-4.826014,13.153921,9.219326
humayun_ahmed,9.553513,11.179298,0.73947716
shomresh,6.2388744,-3.2706475,-1.9391856
tarashonkor,-2.638806,8.516389,5.0962744
humayun_ahmed,11.648809,11.721046,1.1627822
shottojit_roy,-3.4353373,-0.8340752,-3.6939015
humayun_ahmed,9.292126,11.919243,0.2364735
robindronath,-2.6558537,11.6938925,8.03958
shunil_gongopaddhay,2.2212715,-3.4132175,11.82534
robindronath,-2.9620893,12.276517,8.114313
shunil_gongopaddhay,2.615457,-2.3921347,12.064026
humayun_ahmed,9.952824,10.948235,0.8439124
shordindu,-4.7338266,8.954341,1.3214167
shottojit_roy,-3.7833712,-0.9220904,-3.2981236
MZI,11.616136,4.4184203,9.676905
shunil_gongopaddhay,2.98619,-3.1877308,11.640109
shirshendu,-4.6836114,-0.9549668,8.534475
tarashonkor,-2.3767018,8.537417,5.1869035
zahir_rayhan,2.7826943,4.185021,-1.7770536
shomresh,6.543503,-3.377679,-1.9492319
humayun_ahmed,11.212149,11.4851265,1.3869385
bongkim,-2.4582772,14.85547,-1.4363731
toslima_nasrin,8.752855,0.29277465,6.075955
humayun_ahmed,9.531448,11.683218,0.875058
shunil_gongopaddhay,3.1963148,-2.9614022,11.760416
robindronath,-2.483619,11.784026,7.7956843
shunil_gongopaddhay,2.9997494,-3.255219,11.492127
humayun_ahmed,10.685113,11.15785,1.3781378
toslima_nasrin,9.366705,0.30930576,6.709812
toslima_nasrin,8.970078,-3.5501742,4.4434385
humayun_ahmed,9.968169,11.939715,0.13501514
humayun_ahmed,11.224603,11.884073,0.44809183
shorotchandra,-4.47608,14.261185,7.67445
robindronath,-2.0895336,10.368997,7.051258
nihar_ronjon_gupta,-0.8352236,-4.3900204,3.4464076
toslima_nasrin,9.442085,0.43962535,6.5964813
shomresh,6.1607494,-3.2563274,-2.094397
humayun_ahmed,10.253002,11.886217,-0.338207
shottojit_roy,-4.1992283,-0.98415977,-3.5038576
shunil_gongopaddhay,3.0918899,-2.623614,13.322712
shordindu,-4.6418147,8.829295,1.3971981
MZI,11.969758,4.2859573,9.417218
shomresh,5.910001,-2.5430098,-2.3980243
shunil_gongopaddhay,2.4830434,-3.2658582,12.401328
manik_bandhopaddhay,-0.65670145,4.345437,6.8071384
shorotchandra,-4.702626,14.277603,7.8452
robindronath,-2.5449512,11.839039,7.942631
humayun_ahmed,9.376711,12.085014,0.7223039
shunil_gongopaddhay,2.3314836,-3.2667522,12.039416
tarashonkor,-0.40202567,8.083015,4.276433
humayun_ahmed,10.110719,11.33764,-0.19703737
shomresh,6.361847,-2.7524602,-2.181706
robindronath,-2.3950748,12.57512,8.115597
humayun_ahmed,10.142778,11.6420145,0.2750568
toslima_nasrin,9.200545,-3.8793874,3.8985937
manik_bandhopaddhay,-0.35932443,3.812783,6.781829
shunil_gongopaddhay,2.4401195,-2.9637194,12.245608
tarashonkor,-2.3255162,8.613416,5.205837
MZI,12.0417,4.5275865,9.2744
shomresh,6.4572644,-3.2745583,-2.0262477
humayun_ahmed,9.561316,11.904153,0.5279419
toslima_nasrin,8.73391,0.30240345,6.0611434
shorotchandra,-4.9815626,13.737712,8.674628
shunil_gongopaddhay,2.6678889,-2.4725966,12.304101
shomresh,6.943418,-2.9738874,-2.1197104
shottojit_roy,-4.073917,-1.0573689,-3.6252718
humayun_ahmed,9.838969,11.397832,0.700152
robindronath,-2.3824887,12.264873,8.008016
shirshendu,-4.531135,-1.3071487,8.267131
tarashonkor,-2.4737175,8.532268,5.2581697
MZI,11.962983,4.7505503,9.368451
bongkim,-2.2526832,14.848653,-1.5579367
humayun_ahmed,9.666257,11.2466345,0.13640256
humayun_ahmed,9.6368265,11.032946,0.53608716
humayun_ahmed,9.413833,11.752071,0.05706897
humayun_ahmed,11.326224,11.595129,1.2142819
bongkim,-1.9423147,14.759507,-1.647824
shirshendu,-5.0221977,-1.1993241,8.07352
humayun_ahmed,11.586098,11.786695,0.9102603
tarashonkor,-2.586083,8.398202,5.319009
zahir_rayhan,2.2014136,3.8167317,-1.5035672
toslima_nasrin,9.073529,-4.0618944,3.7815113
nihar_ronjon_gupta,-0.7735972,-4.296769,3.4587476
humayun_ahmed,11.468707,11.84231,0.7585131
manik_bandhopaddhay,-0.32841957,3.788677,6.741897
bongkim,-2.0881972,14.772566,-1.6190366
humayun_ahmed,10.735349,11.753178,0.07576448
shorotchandra,-4.709249,13.006159,8.557218
robindronath,-2.217982,13.133608,7.424429
shunil_gongopaddhay,2.5960407,-3.578031,11.769358
shottojit_roy,-3.9527678,-0.90868616,-4.1425176
tarashonkor,-2.665157,8.410826,5.221248
shunil_gongopaddhay,2.3598232,-3.334351,11.9087515
toslima_nasrin,8.737334,0.2799191,6.067397
shomresh,6.6499133,-2.6370006,-2.0429242
humayun_ahmed,10.03063,11.924831,0.07744234
humayun_ahmed,9.849606,11.139436,0.99158037
humayun_ahmed,10.7826185,11.680977,1.2533022
tarashonkor,-0.6653007,7.9295654,4.4868827
MZI,11.550326,4.4954343,10.280791
robindronath,-2.6906064,11.95524,7.7619576
humayun_ahmed,10.769725,11.645269,1.0494853
shordindu,-4.727166,9.05965,2.1371057
humayun_ahmed,10.124715,10.889553,0.47257972
shomresh,5.783,-3.5280745,-2.7998605
shunil_gongopaddhay,2.9536684,-2.6079023,13.384539
shunil_gongopaddhay,2.8700776,-2.898521,12.2332735
humayun_ahmed,10.026229,11.85634,0.24238472
MZI,11.396974,4.430043,9.417519
robindronath,-2.353409,12.530896,8.546992
shottojit_roy,-3.288551,-0.7160366,-2.9303892
humayun_ahmed,9.067363,12.010578,1.7641938
shirshendu,-4.9885225,-1.2341552,8.133789
shomresh,6.83255,-2.8487952,-2.2080765
nihar_ronjon_gupta,-0.69185007,-4.297032,3.2267344
humayun_ahmed,10.390019,11.260422,-0.010453383
humayun_ahmed,10.742889,11.708262,0.88713264
shorotchandra,-5.111294,13.640953,8.723599
MZI,12.172255,4.3447747,9.46609
shottojit_roy,-4.0037656,-1.0965036,-3.3691807
tarashonkor,-2.2936568,8.514613,5.2302294
nazrul,-2.0026798,9.600774,6.543528
humayun_ahmed,10.277309,11.297866,0.4794897
shirshendu,-5.0617585,-0.84530735,8.400359
shomresh,6.4555,-3.3646686,-1.9612074
humayun_ahmed,9.852836,11.675055,0.7887206
shunil_gongopaddhay,2.5831676,-3.172649,12.74491
robindronath,-2.3844228,12.62353,8.214912
bongkim,-1.9736515,14.684596,-1.5643923
shunil_gongopaddhay,2.7009892,-2.9217167,14.090214
toslima_nasrin,9.024557,-3.527495,4.5496583
humayun_ahmed,9.8184395,11.751213,0.4774959
shirshendu,-4.90186,-0.8320345,8.091745
shordindu,-4.7657833,8.919151,1.4105057
MZI,11.845664,4.242075,9.632737
bongkim,-2.287551,14.843265,-1.5654248
humayun_ahmed,9.864831,11.2344,0.4038041
humayun_ahmed,11.782486,11.771331,1.1343809
tarashonkor,-2.4040856,8.545585,5.1596756
humayun_ahmed,10.548629,11.954871,0.0326839
shomresh,6.2521796,-3.160342,-2.392349
MZI,12.537415,5.0158677,9.887733
nihar_ronjon_gupta,-0.5570497,-4.21642,3.222382
shunil_gongopaddhay,2.9422014,-2.5996535,14.076264
humayun_ahmed,9.920468,11.999941,-0.15068269
shordindu,-4.1862864,9.66,2.7584069
humayun_ahmed,10.012407,11.002274,0.5456852
toslima_nasrin,9.066746,-4.063135,3.7835557
shunil_gongopaddhay,2.6604192,-3.4449089,11.561878
manik_bandhopaddhay,-0.7716333,4.244994,6.8090615
robindronath,-2.2882073,12.729759,8.372862
shirshendu,-4.511879,-0.85053223,8.210926
MZI,11.527261,4.4256454,9.991024
humayun_ahmed,10.063724,11.350098,-0.3233036
robindronath,-2.8947945,11.969404,7.9545712
shomresh,6.355743,-3.2343652,-2.1841893
toslima_nasrin,8.939678,-3.852118,4.1225734
humayun_ahmed,9.57569,11.835636,0.0017898643
robindronath,-2.1565123,12.3931675,8.469343
shorotchandra,-4.4850206,14.276995,7.6393886
humayun_ahmed,9.970784,11.349256,0.3980635
shottojit_roy,-3.9500237,-1.0678879,-4.0512238
bongkim,-2.4290867,14.854596,-1.4502367
shomresh,6.9135065,-2.9057004,-2.0181253
shordindu,-4.385827,9.38495,2.0921395
shorotchandra,-4.748204,13.023003,8.604697
humayun_ahmed,9.862656,10.888008,0.86621064
humayun_ahmed,9.618986,11.730347,0.8498878
humayun_ahmed,9.989023,11.791805,0.7860103
MZI,12.03251,4.3145823,9.38189
toslima_nasrin,9.164967,-3.4821055,4.751244
humayun_ahmed,10.518704,11.976103,-0.16442314
MZI,12.106801,4.2686367,9.579996
shomresh,5.9465766,-2.5620522,-2.2763925
toslima_nasrin,8.976911,-3.8251307,4.1921396
shunil_gongopaddhay,2.9015355,-2.9333456,12.052945
nihar_ronjon_gupta,-0.8605142,-4.1089053,3.8081803
shomresh,6.155796,-3.1136162,-1.7808832
shirshendu,-4.963164,-0.72742903,8.210964
humayun_ahmed,11.6753645,11.800213,1.072686
humayun_ahmed,9.723984,11.326135,0.9033692
bongkim,-2.3029182,14.907851,-1.5991907
manik_bandhopaddhay,0.33569804,4.6828694,6.6273484
shunil_gongopaddhay,2.5007737,-3.611169,11.859081
tarashonkor,-0.7651479,7.9338274,4.564398
shordindu,-4.73365,8.967038,1.7847333
shorotchandra,-4.8643727,12.470637,8.525303
humayun_ahmed,9.888652,12.049771,1.2474993
MZI,11.914275,4.3364024,9.30574
robindronath,-2.9030101,12.014044,7.880976
humayun_ahmed,9.328471,11.800039,0.27944005
nihar_ronjon_gupta,-0.6471085,-4.1691113,3.487233
humayun_ahmed,11.1378565,11.554335,1.2439115
MZI,11.541171,4.4653034,10.281232
shomresh,6.303796,-2.971356,-2.7921994
shorotchandra,-4.491232,14.311138,7.620535
humayun_ahmed,9.595101,11.988647,0.23824313
manik_bandhopaddhay,0.17534982,4.449481,6.633976
humayun_ahmed,10.37343,12.469607,2.0395825
shottojit_roy,-3.4069011,-0.79002136,-3.0485723
shomresh,6.161403,-2.4866385,-2.0726287
shunil_gongopaddhay,2.9201245,-3.0987685,11.650823
tarashonkor,-0.66961986,7.929727,4.485496
shordindu,-4.4785724,9.223821,2.1148708
humayun_ahmed,10.375431,11.208767,0.09206995
shorotchandra,-4.670533,13.200631,9.135591
humayun_ahmed,10.001966,12.408641,2.0173256
humayun_ahmed,9.991861,10.913671,0.07704855
humayun_ahmed,10.125893,12.521008,0.7927529
MZI,12.177453,4.2822804,9.280554
toslima_nasrin,9.071721,-3.48547,4.6584287
manik_bandhopaddhay,0.34121433,4.700456,6.704482
humayun_ahmed,10.459448,11.114848,1.2645763
shorotchandra,-4.728255,13.03768,8.651205
humayun_ahmed,9.903835,11.948951,-0.087077715
humayun_ahmed,10.670456,11.46423,1.0813464
shorotchandra,-4.240899,13.011258,8.523791
humayun_ahmed,10.744668,11.493452,1.0300387
shunil_gongopaddhay,2.3286495,-3.0407267,12.195583
nihar_ronjon_gupta,-0.81136656,-4.1110115,3.725897
shomresh,5.84617,-3.6146526,-2.73623
humayun_ahmed,9.435833,11.25352,-0.13227193
humayun_ahmed,11.170141,11.609581,0.7355321
robindronath,-2.1775742,12.733138,8.40082
humayun_ahmed,9.545225,12.117369,0.33431298
shomresh,6.441081,-3.3926592,-2.0379865
nazrul,-2.346655,9.104787,5.9077587
shordindu,-4.669335,9.142093,2.1886961
humayun_ahmed,9.6334715,12.219339,0.8694727
shirshendu,-4.8256006,-0.7459537,8.606169
humayun_ahmed,9.834484,12.419949,0.9693831
shordindu,-4.187952,9.664924,2.7540917
tarashonkor,-0.8267774,5.635885,6.2001886
humayun_ahmed,9.630781,11.6682625,0.8083108
shorotchandra,-4.321686,12.732594,8.504505
toslima_nasrin,8.841245,0.38283694,6.185999
MZI,11.683302,4.3778715,9.641658
shunil_gongopaddhay,3.10555,-2.6020126,13.380909
humayun_ahmed,9.599253,12.063816,1.0935024
humayun_ahmed,11.347162,11.485162,1.1327422
shorotchandra,-4.7561154,12.972291,8.588986
shomresh,6.310795,-3.3683867,-2.2885253
shirshendu,-4.5364895,-0.8998,8.271569
shottojit_roy,-4.120272,-1.1254897,-3.7246435
toslima_nasrin,9.171023,-3.471511,4.7711654
humayun_ahmed,9.635904,11.071648,0.116748765
MZI,11.922751,4.338909,9.404595
shordindu,-4.7048464,9.057342,1.2921683
humayun_ahmed,9.153046,12.072876,1.6018255
shomresh,6.281739,-2.8591678,-2.6405165
tarashonkor,-0.66423064,7.9257064,4.48075
humayun_ahmed,9.872948,11.705172,0.044694018
shorotchandra,-4.5150805,12.908072,8.652164
shunil_gongopaddhay,2.7292986,-3.185813,11.748472
toslima_nasrin,9.145141,-3.762685,4.0619664
humayun_ahmed,10.084484,12.241353,1.649344
toslima_nasrin,9.1623125,-3.570074,4.6027083
bongkim,-1.8749208,14.419234,-1.342081
manik_bandhopaddhay,-0.89377046,4.156119,6.8328495
shomresh,6.03379,-2.9749832,-2.2457786
humayun_ahmed,9.398436,11.354076,0.047233887
shunil_gongopaddhay,2.8810737,-3.2024636,11.605941
shirshendu,-4.754574,-1.2657958,8.433968
shomresh,5.750021,-3.5762315,-2.9090145
humayun_ahmed,9.882331,11.866593,0.24318373
MZI,11.736151,4.7224965,9.405868
shorotchandra,-4.2255664,12.9682865,8.925893
robindronath,-2.8163755,12.2289295,7.936597
humayun_ahmed,10.1015005,12.544967,1.6174155
shunil_gongopaddhay,2.540065,-3.1678107,13.078921
shordindu,-4.156273,9.730019,2.8390126
shunil_gongopaddhay,3.0088968,-3.175259,12.085977
humayun_ahmed,9.144332,12.008969,1.1031752
shomresh,6.7904873,-2.7037735,-2.2713819
MZI,11.652021,4.4096947,9.480025
shunil_gongopaddhay,2.9475212,-3.0377133,11.838438
humayun_ahmed,9.735906,11.011014,0.75947964
shirshendu,-5.00134,-1.0638543,8.457306
nihar_ronjon_gupta,-0.8282646,-4.314743,3.5914335
shordindu,-4.429587,8.958148,1.9501573
shomresh,6.4633074,-3.3984315,-1.9695326
shirshendu,-4.76225,-0.7060674,8.607427
toslima_nasrin,9.113793,-3.8049588,4.2266464
humayun_ahmed,9.749608,12.066984,1.0092086
shottojit_roy,-3.2334464,-0.6658722,-2.8762949
humayun_ahmed,9.8705225,10.996513,0.7965411
shorotchandra,-4.822243,13.137654,9.259385
shunil_gongopaddhay,2.4740067,-3.1260529,12.167767
humayun_ahmed,9.660322,11.243565,0.12655127
shunil_gongopaddhay,2.9398732,-2.6609447,14.007495
tarashonkor,-0.66732705,7.9169455,4.490516
shirshendu,-4.904871,-1.3407313,8.0817795
tarashonkor,-1.9607325,7.8690567,5.3580403
shomresh,5.760793,-3.6096892,-2.8241456
toslima_nasrin,9.177127,-3.7568195,4.112207
shorotchandra,-4.860913,12.690143,8.489711
humayun_ahmed,9.956764,11.771686,0.82376766
shunil_gongopaddhay,2.5648694,-3.0920553,12.28319
humayun_ahmed,9.686273,11.988152,0.5899511
bongkim,-2.373736,14.832338,-1.4767913
shorotchandra,-4.2801304,12.952092,8.690585
MZI,11.39621,4.553479,10.416847
humayun_ahmed,9.210135,12.003759,1.2732406
humayun_ahmed,9.2779665,11.377606,0.5232766
shottojit_roy,-3.3103616,-0.72750944,-2.9681473
MZI,11.579701,4.376045,9.502206
humayun_ahmed,9.083986,11.865651,0.25349683
bongkim,-2.3424275,14.7743025,-1.4921795
humayun_ahmed,9.71815,12.28475,0.015659027
nihar_ronjon_gupta,-0.9563977,-4.5245957,3.5961268
MZI,11.539692,4.6323357,10.454946
tarashonkor,-2.2895317,8.58202,5.122993
humayun_ahmed,11.203461,11.514532,1.3212782
MZI,11.685947,4.3945475,9.566825
shomresh,6.654688,-3.0716727,-1.8804781
robindronath,-2.0465102,10.302161,6.984186
tarashonkor,-0.75794137,5.99039,5.6975865
humayun_ahmed,10.160573,11.874963,-0.09899984
nihar_ronjon_gupta,-0.79484123,-4.379101,3.4813206
shottojit_roy,-4.243645,-1.1706231,-3.840051
MZI,11.746454,4.4195457,9.520938
shunil_gongopaddhay,2.6109018,-2.4239159,12.208172
shorotchandra,-4.44834,12.769134,8.767097
zahir_rayhan,2.7473059,4.1766214,-1.7618428
humayun_ahmed,9.864698,12.156792,0.63699573
shirshendu,-4.4252844,-0.033125866,8.183811
manik_bandhopaddhay,0.30238742,4.6600723,6.6807075
shordindu,-4.6232905,8.828011,1.5196172
MZI,11.919298,4.37396,9.487467
shorotchandra,-4.3892617,12.770403,8.982085
